PARENT_STRUC_ID,PARENT_TITLE,TITLE,IMAGE_ID,IMAGE_PK,UUID,MSS_FILE_ID,TITLE_1,MSS_LOCATION
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940007,5520636,acd6562e-591a-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940008,5520637,acd6562e-591b-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940009,5520638,acd6562e-591c-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940010,5520639,acd6562e-591d-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940011,5520640,acd6562e-591e-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940012,5520641,acd6562e-591f-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940013,5520642,acd6562e-5920-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940014,5520643,acd6562e-5921-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940015,5520644,acd6562e-5922-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940016,5520645,acd6562e-5923-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940017,5520646,acd6562e-5924-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940018,5520647,acd6562e-5925-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
